,날짜,언론사,제목,sentiment
15130,2022.01.28,핀포인트뉴스,잘나가던 다우 나스닥지수 또 휘청... 테슬라 폭락에 삼성SDI LG화학 SK이노베이션 포스코케미칼 초비상,0
15131,2022.01.28,초이스경제,"미국증시...4대지수 '하락 마감', 나스닥·러셀2000·테슬라·인텔 '급락', 넷플릭스 '급등'",0
15133,2022.01.28,초이스경제,"미국증시 마감 40분전...4대지수·애플 '하락', 테슬라·인텔 '급락', 넷플릭스 '급등'",0
15136,2022.01.28,초이스경제,"미국증시 마감 약1시간전...나스닥 · 테슬라 '급락', 3대지수 '하락', 유가 '하락', 2년물금리 '폭등'",0
15170,2022.01.28,핀포인트뉴스,"美 성장률 최고치에 유럽증시 '훨훨'... 다우· 나스닥 꿈틀, 테슬라는 8.26% 폭락중",0
15171,2022.01.28,한국금융신문,"뉴욕증시, FOMC 통과에도 변동성 지속…넷플릭스 7%대↑ 테슬라 11%대↓",0
15172,2022.01.28,핀포인트뉴스,잘나가던 다우 나스닥지수 또 휘청... 테슬라 폭락에 삼성SDI LG화학 SK이노베이션 포스코케미칼 초비상,0
15173,2022.01.28,초이스경제,"미국증시...4대지수 '하락 마감', 나스닥·러셀2000·테슬라·인텔 '급락', 넷플릭스 '급등'",0
15175,2022.01.28,초이스경제,"미국증시 마감 40분전...4대지수·애플 '하락', 테슬라·인텔 '급락', 넷플릭스 '급등'",0
15176,2022.01.28,초이스경제,"미국증시 마감 40분전...4대지수·애플 '하락', 테슬라·인텔 '급락', 넷플릭스 '급등'",0
15179,2022.01.28,초이스경제,"미국증시 마감 약1시간전...나스닥 · 테슬라 '급락', 3대지수 '하락', 유가 '하락', 2년물금리 '폭등'",0
15385,2022.01.28,오토타임즈,"테슬라 모델 3·기아 니로, ""내가 제일 잘나가""",1
15386,2022.01.28,엠투데이,JD파워 전기차 소비자 만족도 조사서 기아 니로 EV. 테슬라 모델3 1위 올라,1
15414,2022.01.28,오토타임즈,"테슬라 모델 3·기아 니로, ""내가 제일 잘나가""",1
15415,2022.01.28,엠투데이,JD파워 전기차 소비자 만족도 조사서 기아 니로 EV. 테슬라 모델3 1위 올라,1
15443,2022.01.28,오토타임즈,"테슬라 모델 3·기아 니로, ""내가 제일 잘나가""",1
15444,2022.01.28,엠투데이,JD파워 전기차 소비자 만족도 조사서 기아 니로 EV. 테슬라 모델3 1위 올라,1
15472,2022.01.28,한국경제,"美 증시, FOMC 여파로 변동성 여전…테슬라 11% 넘게 내려 [뉴욕증시 브리핑]",0
15485,2022.01.28,오토타임즈,"테슬라 모델 3·기아 니로, ""내가 제일 잘나가""",1
15486,2022.01.28,엠투데이,JD파워 전기차 소비자 만족도 조사서 기아 니로 EV. 테슬라 모델3 1위 올라,1
15515,2022.01.28,디지털데일리,"테슬라 공장에 ‘로봇 노동자’ 투입…머스크 CEO ""올해는 휴머노이드에 집중""",1
15517,2022.01.28,전자신문,일론 머스크 “테슬라봇 먼저…‘사이버트럭’ 올해 출시 안 해”,0
15518,2022.01.28,이코노뉴스,"일론 머스크 테슬라 CEO, ""자율주행차와 휴머노이드 로봇에 미래 있다""…로이터 보도",1
15540,2022.01.28,한국경제,"美 증시, FOMC 여파로 변동성 여전…테슬라 11% 넘게 내려 [뉴욕증시 브리핑]",0
15553,2022.01.28,오토타임즈,"테슬라 모델 3·기아 니로, ""내가 제일 잘나가""",1
15554,2022.01.28,엠투데이,JD파워 전기차 소비자 만족도 조사서 기아 니로 EV. 테슬라 모델3 1위 올라,1
15582,2022.01.28,오토타임즈,"테슬라 모델 3·기아 니로, ""내가 제일 잘나가""",1
15583,2022.01.28,엠투데이,JD파워 전기차 소비자 만족도 조사서 기아 니로 EV. 테슬라 모델3 1위 올라,1
15611,2022.01.28,조선비즈,테슬라 공급망 문제 지속 경고에 美전기차주 10% 이상 ‘동반 폭락’,0
15612,2022.01.28,뉴스1,"테슬라 11.55% 폭락, 하루새 시총 131조 증발",0
15613,2022.01.28,파이낸셜뉴스,"테슬라, 올해도 공급망 문제에 발목..주가 11% 넘게 폭락",0
15614,2022.01.28,연합인포맥스,"루시드-테슬라, 10% 넘게 급락…테슬라 공급망 경고 탓",0
15615,2022.01.28,국제뉴스,"[속보]테슬라 주가 11% 폭락, 전기차 관련업체 주가도 일제히 약세",0
15616,2022.01.28,아시아에이,"테슬라 11%, 루시드 14%, 리비안 10% 주가 폭락해",0
15617,2022.01.28,뉴스퀘스트,"""공급망 문제 지속"" 테슬라 경고에...美전기차주, 10% 이상 동반 하락",0
15618,2022.01.28,베타뉴스,"테슬라, 신차 출시 2023년으로 연기....11% 폭락",0
15619,2022.01.28,뉴스1,테슬라 11% 이상 폭락한 이유 세 가지(종합),0
15620,2022.01.28,뉴스1,"테슬라 공급망 경고 11.55% 폭락, '팔백슬라' 돼(상보)",0
15621,2022.01.28,뉴스1,"테슬라 공급망 경고, 美전기차주 10% 이상 일제 폭락(종합)",0
15622,2022.01.28,뉴스1,테슬라가 공급망 문제 경고하자 루시드도 14% 폭락(상보),0
15623,2022.01.28,오토타임즈,"테슬라 모델 3·기아 니로, ""내가 제일 잘나가""",1
15624,2022.01.28,엠투데이,JD파워 전기차 소비자 만족도 조사서 기아 니로 EV. 테슬라 모델3 1위 올라,1
15652,2022.01.28,오토타임즈,"테슬라 모델 3·기아 니로, ""내가 제일 잘나가""",1
15653,2022.01.28,엠투데이,JD파워 전기차 소비자 만족도 조사서 기아 니로 EV. 테슬라 모델3 1위 올라,1
15681,2022.01.28,한국경제,"美 증시, FOMC 여파로 변동성 여전…테슬라 11% 넘게 내려 [뉴욕증시 브리핑]",0
15694,2022.01.28,한국경제,"美 증시, FOMC 여파로 변동성 여전…테슬라 11% 넘게 내려 [뉴욕증시 브리핑]",0
15855,2022.01.28,연합뉴스,"테슬라, 칩 부족 경고에 11% 급락…시가총액 131조원 증발",0
15856,2022.01.28,서울경제,800달러로 폭락한 테슬라…시총 132조원 증발,0
15857,2022.01.28,MBN,"테슬라, 칩 부족 경고에 11.5% 하락…시가총액 131조 원 사라져",0
15858,2022.01.28,아시아경제,"공급망 문제 우려한 테슬라, 하루만에 시가총액 131조원 증발",0
15859,2022.01.28,헬로티,"테슬라, 공급망 문제 직면하며 주가 하락세 이어져",0
15860,2022.01.28,중소기업신문,"테슬라 최대 실적에도 주가 폭락 왜?…""신차 없다""",0
15861,2022.01.28,오피니언뉴스,"테슬라, 칩부족 경고 주가 11% 급락···시총 131조원 증발",0
15862,2022.01.28,청년일보,"""공급망 문제 경고에 투자심리 급랭""...테슬라, 10%이상 하락",0
15863,2022.01.28,케이벤치,반도체에 발목 잡힌 '테슬라' 11% 급락..시가총액 131조원 증발,0
15865,2022.01.28,한국경제,"美 증시, FOMC 여파로 변동성 여전…테슬라 11% 넘게 내려 [뉴욕증시 브리핑]",0
15909,2022.01.11,파이낸셜뉴스,"비트코인, 4만달러 붕괴...테슬라는 1000달러 밑으로",0
15915,2022.01.11,한국경제TV,"모건스탠리, 테슬라 기대감 상승…목표가 1300달러",1
15916,2022.01.11,한국경제,"모건스탠리 ""테슬라, 전기차 시장의 리더""…목표주가 1300달러 [강영연의 뉴욕오프닝]",1
15917,2022.01.11,한국경제TV,"모건스탠리, 테슬라 기대감 상승…목표가 1300달러",1
15918,2022.01.11,뉴시스,"나스닥, 하락세 끊고 반등 마감…테슬라, 3%↑",1
15919,2022.01.11,한국경제,"모건스탠리 ""테슬라, 전기차 시장의 리더""…목표주가 1300달러 [강영연의 뉴욕오프닝]",1
15920,2022.01.11,동아일보,"테슬라, 1년새 車값 수차례 인상…“가격 갑질”“팬덤 자신감” 엇갈려",0
15921,2022.01.11,SBS Biz,"골드만, 테슬라 올해 최선호 종목…목표가 1,200달러로 상향",1
15924,2022.01.11,메트로신문,"[해외주식 Click] 서학개미, 조기 긴축 여파에 '테슬라' 대량 매도",0
15925,2022.01.11,시사위크,"테슬라 '오토파일럿', 독일 2심서 승소… 공정위 판결 영향 끼칠까",1
15926,2022.01.11,중소기업신문,나스닥 5거래일 만에 반등 마감…테슬라 3% 올라,1
15927,2022.01.11,글로벌이코노믹,"[초점] 맥킨지 ""적수 없다…2025년까지 세계 EV시장 테슬라 천하""",1
15932,2022.01.11,뉴스1,[속보] 금리인상 우려에도 테슬라 3% 상승 마감,1
15936,2022.01.11,머니S,"[뉴욕증시] 연준 조기 긴축 우려에 약세… 테슬라, 가격인상에 3%↑",1
15942,2022.01.11,한국경제TV,美 금리 인상 속도 우려에도 '바이 더 딥'…나스닥·테슬라 반등 [글로벌마켓 A/S],1
15948,2022.01.11,글로벌경제,"테슬라주가, 널뛰기장 연출, 장중 '천슬라' 무너져...뉴욕증시, 보합세 마감",0
15949,2022.01.11,글로벌이코노믹,"테슬라 VS 리비안, 엇갈린 운명...골드만삭스, 테슬라 목표주가 상향",1
15950,2022.01.11,디지털데일리,"美 증시 혼조세 마감…기술주 하락 진정세, 테슬라 반등",1
15951,2022.01.11,글로벌이코노믹,뉴욕증시 나스닥기술주 돌연 상승반전 테슬라 폭발 왜 ?,1
15954,2022.01.11,이코노뉴스,"뉴욕증시, 연준 조기긴축 우려 지속에 혼조세…애플 등 대형기술주 상승반등, 테슬라 3%대 올라",1
15959,2022.01.11,초이스경제,"미국증시 나스닥100 +0.14%...모더나, 테슬라 '껑충' vs 트립닷컴, ASML홀딩 '급락'",1
15965,2022.01.11,초이스경제,"미국증시 마감 40분전...4대지수 '하락', S&P헬스케어·테슬라 '상승', 애플 '하락', 10년물금리 1.776%",1
16155,2022.01.11,내외경제tv,[뉴욕증시] 美 금리 널뛰는데…테슬라·애플 '상승' 했다?,1
16156,2022.01.11,중소기업신문,나스닥 5거래일 만에 반등 마감…테슬라 3% 올라,1
16157,2022.01.11,글로벌이코노믹,"골드만삭스, 테슬라 1200달러 베팅",1
16158,2022.01.11,한국금융신문,"뉴욕증시 조기 긴축 우려에 혼조…나스닥 반등, 테슬라 3%대↑",1
16174,2022.01.11,내외경제tv,[뉴욕증시] 美 금리 널뛰는데…테슬라·애플 '상승' 했다?,1
16175,2022.01.11,중소기업신문,나스닥 5거래일 만에 반등 마감…테슬라 3% 올라,1
16176,2022.01.11,글로벌이코노믹,"골드만삭스, 테슬라 1200달러 베팅",1
16177,2022.01.11,한국금융신문,"뉴욕증시 조기 긴축 우려에 혼조…나스닥 반등, 테슬라 3%대↑",1
16211,2022.01.11,내외경제tv,[뉴욕증시] 美 금리 널뛰는데…테슬라·애플 '상승' 했다?,1
16212,2022.01.11,중소기업신문,나스닥 5거래일 만에 반등 마감…테슬라 3% 올라,1
16213,2022.01.11,글로벌이코노믹,"골드만삭스, 테슬라 1200달러 베팅",1
16214,2022.01.11,한국금융신문,"뉴욕증시 조기 긴축 우려에 혼조…나스닥 반등, 테슬라 3%대↑",1
16230,2022.01.11,글로벌이코노믹,뉴욕증시 나스닥기술주 돌연 상승반전 테슬라 폭발 왜 ?,1
16231,2022.01.11,글로벌이코노믹,"뉴욕증시· 비트코인 와르르 급락, CPI 물가지수 국채금리 테슬라 참사",1
16236,2022.01.11,내외경제tv,[뉴욕증시] 美 금리 널뛰는데…테슬라·애플 '상승' 했다?,1
16237,2022.01.11,중소기업신문,나스닥 5거래일 만에 반등 마감…테슬라 3% 올라,1
16238,2022.01.11,글로벌이코노믹,"골드만삭스, 테슬라 1200달러 베팅",1
16239,2022.01.11,한국금융신문,"뉴욕증시 조기 긴축 우려에 혼조…나스닥 반등, 테슬라 3%대↑",1
16255,2022.01.11,내외경제tv,[뉴욕증시] 美 금리 널뛰는데…테슬라·애플 '상승' 했다?,1
16256,2022.01.11,중소기업신문,나스닥 5거래일 만에 반등 마감…테슬라 3% 올라,1
16257,2022.01.11,글로벌이코노믹,"골드만삭스, 테슬라 1200달러 베팅",1
16258,2022.01.11,한국금융신문,"뉴욕증시 조기 긴축 우려에 혼조…나스닥 반등, 테슬라 3%대↑",1
16274,2022.01.11,내외경제tv,[뉴욕증시] 美 금리 널뛰는데…테슬라·애플 '상승' 했다?,1
16275,2022.01.11,중소기업신문,나스닥 5거래일 만에 반등 마감…테슬라 3% 올라,1
16277,2022.01.11,한국금융신문,"뉴욕증시 조기 긴축 우려에 혼조…나스닥 반등, 테슬라 3%대↑",1
16293,2022.01.11,이데일리,"테슬라, '미국산' 전기차 배터리용 니켈 구매계약 체결",1
16294,2022.01.11,매일경제,테슬라도 매물만 나오면 사기 바쁘다…자고나면 오르고 이 물건 뭐길래,1
16295,2022.01.11,연합뉴스,"테슬라, 전기차 배터리용 미국산 니켈 첫 구매 계약",1
16296,2022.01.11,조선비즈,"테슬라, 머스크가 “시원찮다”했던 미국산 니켈 구매 계약",1
16297,2022.01.11,아시아경제,"테슬라 모터스, 미국산 니켈 첫 구매 계약",1
16298,2022.01.11,서울경제,"테슬라, 전기차 배터리용 니켈 美 미네소타 광산에서 조달 계약",1
16299,2022.01.11,글로벌경제,"테슬라, 전기차 배터리용 미국산 니켈 첫 구매 계약",1
16300,2022.01.11,글로벌이코노믹,"테슬라, 탈론 메탈과 6년간 친환경 니켈공급 계약 체결",1
16301,2022.01.06,연합뉴스,미중 갈등 표출된 테슬라 中 신장 대리점 개설(종합),1
16303,2022.01.06,동아일보,"테슬라, 신장에 대리점 열었다 ‘뭇매’… “머스크, 中인권탄압 공범 될 수 있어”",0
16306,2022.01.06,뉴시스,"현대車그룹 3총사, 테슬라 밀어내고 전기차시장 안방 되찾아",0
16313,2022.01.06,매일경제,전기차 바로미터' 노르웨이도 테슬라가 접수…작년 판매 첫 1위,1
16314,2022.01.06,더구루,"니콜라, 테슬라 상대 소송 철회",1
16315,2022.01.06,글로벌경제,"[종합] 나스닥 3.34% 폭락...애플 테슬라 엔비디아 등 대형기술주 성장주, 일제히 급락",0
16322,2022.01.06,핀포인트뉴스,FOMC 회의록 뭐길래? 다우지수 나스닥 곤두박질... 테슬라· 필라델피아반도체지수도 '뚝',0
16324,2022.01.06,이코노뉴스,"KEC·엠에스오토텍, 테슬라 관련주 모두 하락세로…특히 KEC 가파른 하락세로 4% 낙폭",0
16326,2022.01.06,디지털데일리,"美 조기 금리인상 직격탄, 나스닥 폭락…애플 ·테슬라 등 기술주 일제히 하락",0
16330,2022.01.06,이코노뉴스,"뉴욕증시, 연준 조기 긴축예고에 급락세-3월 금리인상 예고…애플 등 기술주 약세, 테슬라 5%대 밀려-엔비디아 5%대 하락 등 반도체주 약세",0
16332,2022.01.06,초이스경제,뉴욕증시 나스닥100 '추락'...모더나·엔비디아·AMD·테슬라·메르카도리브레 '급락',0
16333,2022.01.06,초이스경제,"미국증시 마감 37분전...FOMC 의사록 파장, 애플·테슬라·포드·엔비디아 '급락', 10년물금리 1.702%",0
16556,2022.02.20,글로벌이코노믹,"[단독] 美 오스틴 테슬라 기가팩토리5, 4월 7일 일반에 공개",1
16561,2022.02.20,데일리카,신차만큼 비싼 중고차..쏘렌토는 1년 타도 제값·테슬라는 웃돈 요구,1
16593,2022.02.20,뉴스1,낮에도 미국주식 거래하는 개미 3만명 돌파…엔비디아·테슬라 샀다,1
16633,2022.01.02,더팩트,美 증시 점쳐보는 서학개미…테슬라는 올해도 오를까?,1
16635,2022.01.02,스포츠경향,"잘만든 차, 테슬라? 이번엔 다르다…소프트웨어 결함에 하드웨어 결함까지",0
16637,2022.01.02,베타뉴스,테슬라 중국에서 또 가격 인상… 전기차 수요는 견고,0
16638,2022.01.02,IT조선,"테슬라, 차량 안전 문제로 美·中서 68만대 모델3·S 리콜",0
16641,2022.01.02,뉴스핌,"[미국주식톱픽] 애플, 서학개미 순매수 1위...테슬라 상위권 유지",1
16642,2022.01.02,라디오코리아,"월가, “내년(2022년) 테슬라 주가 전망 밝다” 낙관론",1
16680,2022.02.19,머니S,거듭된 테슬라 논란에 미국 소비자도 등 돌렸다,0
16681,2022.02.19,조선일보,"서학개미, 테슬라 넘는 수익률 이 나라에서 찾았다",1
16682,2022.02.19,디지털데일리,"테슬라, 배터리 소재 생태계 자체 구축…왜? [IT클로즈업]",1
16683,2022.02.19,뉴스1,"테슬라 악재 쏟아져…연일 하락, ‘팔백슬라’ 고착화(상보)",0
16684,2022.02.19,머니투데이,"""도대체 몇 번째냐"" 테슬라, '모델3·모델Y' 또 리콜…이번엔 중국",0
16685,2022.02.19,뉴스핌,테슬라 '소프트웨어 업데이트 리콜' 방식 다시 도마에,0
